Date,Open,High,Low,Close,Adj Close,Volume
01/01/2019,14.93,17.940001,14.4,16.6,16.6,20543700
01/02/2019,16.799999,24.4,15.9,22.6,22.6,19919700
01/03/2019,23.09,23.389999,18.209999,20.35,20.35,20079100
01/04/2019,20.540001,29.790001,19.540001,26.030001,26.030001,19735100
01/05/2019,26.309999,28.950001,20.74,20.780001,20.780001,15468600
01/06/2019,20.790001,20.99,13.5,14.64,14.64,45682700
01/07/2019,14.86,15.47,13.04,13.1,13.1,23680100
01/08/2019,13.2,15.75,11.54,15.73,15.73,35778300
01/09/2019,16.1,18.48,14.35,15.92,15.92,93708100
01/10/2019,15.87,17.24,13.53,16.75,16.75,26981000
01/11/2019,16.799999,21,15.52,20.360001,20.360001,30863800
01/12/2019,20.299999,21.5,18.219999,19.559999,19.559999,42372900
01/01/2020,19.57,23.5,17.68,20.51,20.51,73539900
01/02/2020,20.66,36,17.91,25.93,25.93,323753900
01/03/2020,27,34.98,19.309999,29.950001,29.950001,397926200
01/04/2020,30.049999,56.380001,29.440001,45.990002,45.990002,310717800
01/05/2020,48.709999,87,46.130001,61.5,61.5,650301000
01/06/2020,62.759998,67,55.355,64.209999,64.209999,346314400
01/07/2020,63,95.209999,55.810001,74.099998,74.099998,734188500
01/08/2020,74.980003,78.620003,62.540001,64.889999,64.889999,291350000
01/09/2020,63.540001,75.389999,54.209999,70.75,70.75,205003700
01/10/2020,69.57,81.370003,65.489998,67.470001,67.470001,139744400
01/11/2020,68.019997,153.869995,66.550003,152.740005,152.740005,431438200
01/12/2020,177.660004,178.5,102.660004,104.470001,104.470001,756621500
01/01/2021,107.230003,185.979996,103.260002,173.160004,173.160004,343701600
01/02/2021,173.029999,189.259995,136,154.809998,154.809998,197558400
01/03/2021,154.462997,157.779999,117.341003,130.949997,130.949997,205716900
01/04/2021,132.199997,186.800003,127.040001,178.820007,178.820007,207906500
01/05/2021,183.899994,189,143.559998,185.009995,185.009995,188520700
01/06/2021,184.080002,245.699997,178.800003,234.979996,234.979996,210650200
01/07/2021,236.300003,362,214.070007,353.600006,353.600006,415615500
01/08/2021,360,497.48999,343.200012,376.690002,376.690002,483062700
01/09/2021,382.837006,464.850006,375.200012,384.859985,384.859985,284766900
01/10/2021,358.329987,359.11499,293.579987,345.209991,345.209991,239916600
01/11/2021,334.98999,376.649994,210.960007,352.429993,352.429993,323401700
01/12/2021,330,336.359985,233.199997,253.979996,253.979996,246429800
01/01/2022,247.119995,249.419998,138.169998,169.330002,169.330002,199784200
01/02/2022,175.199997,177.570007,134,153.600006,153.600006,141493600
01/03/2022,152.479996,188,122.010002,172.259995,172.259995,186985000
01/04/2022,173.350006,180.869995,134.190002,134.410004,134.410004,109512600
01/05/2022,134.869995,155.460007,119.010002,145.330002,145.330002,145019800
01/06/2022,146.089996,152.729996,115.610001,142.850006,142.850006,114296100
01/07/2022,141.929993,180.729996,139.539993,164.089996,164.089996,89683100
01/08/2022,163.850006,197.440002,131.710007,132.270004,132.270004,109743600
01/09/2022,131.130005,144.787994,115.029999,118.25,118.25,110262400
01/10/2022,119.32,154.339996,115.410004,150.330002,150.330002,104670900
01/11/2022,154.770004,188.649994,135.089996,175.910004,175.910004,90277900
01/12/2022,173.410004,217.25,162.779999,179.619995,179.619995,154467700
01/01/2023,180.850006,207.509995,171.399994,176.059998,176.059998,75859400
01/02/2023,174.699997,178.740005,136.720001,138.809998,138.809998,72493300
01/03/2023,138.389999,156.570007,133.660004,153.580002,153.580002,74028300
01/04/2023,153.5,163.240005,129.020004,132.889999,132.889999,70567600
01/05/2023,132,142.789993,122.559998,127.709999,127.709999,75662900
01/06/2023,128.440002,134.585007,117.226997,121.5,121.5,60768300
01/07/2023,121.75,128.979996,117.050003,117.660004,117.660004,65265700
01/08/2023,117,118.07,95.019997,113.07,113.07,103437700
01/09/2023,114.209999,115.25,97.110001,103.290001,103.290001,74642800
01/10/2023,103.120003,105.941002,71.550003,75.959999,75.959999,89621800
01/11/2023,75.220001,81.120003,62.549999,77.699997,77.699997,91356800
01/12/2023,76.580002,102.949997,73.25,99.449997,99.449997,118945500
