Date,Open,High,Low,Close,Adj Close,Volume
01/01/2014,37.349998,37.889999,34.630001,37.84,31.747334,930226200
01/02/2014,37.740002,38.459999,35.689999,38.310001,32.141666,705304500
01/03/2014,37.919998,41.5,37.490002,40.990002,34.648037,778425700
01/04/2014,41.150002,41.66,38.900002,40.400002,34.149315,746112500
01/05/2014,40.240002,40.970001,38.509998,40.939999,34.605766,574362900
01/06/2014,40.950001,42.290001,39.860001,41.700001,35.496853,555767300
01/07/2014,41.860001,45.709999,41.049999,43.16,36.73967,731616500
01/08/2014,43.209999,45.470001,42.209999,45.43,38.671997,513919700
01/09/2014,45.43,47.57,44.529999,46.360001,39.710121,860827300
01/10/2014,46.27,46.970001,42.099998,46.950001,40.215492,853260900
01/11/2014,46.889999,50.049999,46.73,47.810001,40.952133,523005900
01/12/2014,47.880001,49.060001,44.900002,46.450001,40.038151,626771200
01/01/2015,46.66,47.91,40.349998,40.400002,34.823292,918966800
01/02/2015,40.59,44.299999,40.23,43.849998,37.797047,656509700
01/03/2015,43.669998,44.189999,40.540001,40.66,35.296818,824335300
01/04/2015,40.599998,49.540001,40.119999,48.639999,42.224236,874535300
01/05/2015,48.580002,48.91,46.02,46.860001,40.67902,633072800
01/06/2015,47.060001,47.77,43.939999,44.150002,38.57555,664853400
01/07/2015,44.459999,47.400002,43.32,46.700001,40.803604,725458100
01/08/2015,46.98,48.41,39.720001,43.52,38.025105,776480300
01/09/2015,42.169998,45,41.66,44.259998,38.926682,673079900
01/10/2015,44.75,54.369999,43.75,52.639999,46.296894,856716800
01/11/2015,52.849998,54.98,52.529999,54.349998,47.800846,662626600
01/12/2015,54.41,56.849998,53.68,55.48,49.123562,792820900
01/01/2016,54.32,55.389999,49.099998,55.09,48.778248,927914700
01/02/2016,54.880001,55.09,48.189999,50.880001,45.050583,814770900
01/03/2016,50.970001,55.639999,50.580002,55.23,49.253319,641110900
01/04/2016,55.049999,56.77,49.349998,49.869999,44.473358,699025700
01/05/2016,50,53,49.459999,53,47.264641,530704800
01/06/2016,52.439999,52.950001,48.040001,51.169998,45.951836,823627000
01/07/2016,51.130001,57.290001,50.389999,56.68,50.89994,647587800
01/08/2016,56.599998,58.700001,56.139999,57.459999,51.600403,467078900
01/09/2016,57.009998,58.189999,55.610001,57.599998,52.048515,526427800
01/10/2016,57.41,61.369999,56.32,59.919998,54.144917,614841800
01/11/2016,59.970001,61.41,57.279999,60.259998,54.452164,613056800
01/12/2016,60.110001,64.099998,58.799999,62.139999,56.5303,513579700
01/01/2017,62.790001,65.910004,61.950001,64.650002,58.81369,493453500
01/02/2017,64.360001,65.239998,62.75,63.98,58.204185,440744000
01/03/2017,64.129997,66.190002,63.619999,65.860001,60.27771,489169700
01/04/2017,65.809998,69.139999,64.849998,68.459999,62.65733,433191200
01/05/2017,68.68,70.739998,67.139999,69.839996,63.920364,517218500
01/06/2017,70.239998,72.889999,68.089996,68.93,63.449093,629716800
01/07/2017,69.330002,74.419998,68.019997,72.699997,66.919334,469851200
01/08/2017,73.099998,74.959999,71.279999,74.769997,68.824722,444070500
01/09/2017,74.709999,75.970001,72.919998,74.489998,68.93232,375983900
01/10/2017,74.709999,86.199997,73.709999,83.18,76.973961,449950000
01/11/2017,83.68,85.059998,82.239998,84.169998,77.890091,421926000
01/12/2017,83.599998,87.5,80.699997,85.540001,79.555435,466203300
01/01/2018,86.129997,95.449997,85.5,95.010002,88.362869,574258400
01/02/2018,94.790001,96.07,83.830002,93.769997,87.209641,725663300
01/03/2018,93.989998,97.239998,87.080002,91.269997,85.283295,750754800
01/04/2018,90.470001,97.900002,87.510002,93.519997,87.385696,668130700
01/05/2018,93.209999,99.989998,92.449997,98.839996,92.356728,509417900
01/06/2018,99.279999,102.690002,97.260002,98.610001,92.541206,602585200
01/07/2018,98.099998,111.150002,98,106.080002,99.551476,569352300
01/08/2018,106.029999,112.779999,104.839996,112.330002,105.416824,456628100
01/09/2018,110.849998,115.290001,107.230003,114.370003,107.744331,480255500
01/10/2018,114.75,116.18,100.110001,106.809998,100.622284,927548000
01/11/2018,107.050003,112.239998,99.349998,110.889999,104.465912,720228600
01/12/2018,113,113.419998,93.959999,101.57,96.099182,944314600
01/01/2019,99.550003,107.900002,97.199997,104.43,98.805183,714212800
01/02/2019,103.779999,113.239998,102.349998,112.029999,105.995804,469095900
01/03/2019,112.889999,120.82,108.800003,117.940002,112.064049,589095800
01/04/2019,118.949997,131.369995,118.099998,130.600006,124.093315,433157700
01/05/2019,130.529999,130.649994,123.040001,123.68,117.518082,547218800
01/06/2019,123.849998,138.399994,119.010002,133.960007,127.757072,508324300
01/07/2019,136.630005,141.679993,134.669998,136.270004,129.960114,484079900
01/08/2019,137,140.940002,130.779999,137.860001,131.476471,584482000
01/09/2019,136.610001,142.369995,134.509995,139.029999,133.033829,472544800
01/10/2019,139.660004,145.669998,133.220001,143.369995,137.186615,549523400
01/11/2019,144.259995,152.5,142.970001,151.380005,144.851212,392371800
01/12/2019,151.809998,159.550003,146.649994,157.699997,151.412064,450303300
01/01/2020,158.779999,174.050003,156.509995,170.229996,163.44249,558530000
01/02/2020,170.429993,190.699997,152,162.009995,155.550232,887522300
01/03/2020,165.309998,175,132.520004,157.710007,151.835297,1612695500
